Station ID,Time,In,Out
246,2017-09-12 18:00:00,7,17
246,2017-09-12 20:00:00,4,6
246,2017-09-12 22:00:00,1,3
246,2017-09-13 00:00:00,1,1
246,2017-09-13 02:00:00,0,1
246,2017-09-13 04:00:00,0,0
246,2017-09-13 06:00:00,4,2
246,2017-09-13 08:00:00,30,10
246,2017-09-13 10:00:00,9,3
246,2017-09-13 12:00:00,8,8
246,2017-09-13 14:00:00,7,7
246,2017-09-13 16:00:00,6,20
246,2017-09-13 18:00:00,6,16
246,2017-09-13 20:00:00,3,5
246,2017-09-13 22:00:00,1,3
246,2017-09-14 00:00:00,1,1
246,2017-09-14 02:00:00,0,1
246,2017-09-14 04:00:00,0,0
246,2017-09-14 06:00:00,3,2
246,2017-09-14 08:00:00,30,11
246,2017-09-14 10:00:00,9,3
246,2017-09-14 12:00:00,9,9
246,2017-09-14 14:00:00,6,6
246,2017-09-14 16:00:00,5,18
246,2017-09-14 18:00:00,6,16
246,2017-09-14 20:00:00,4,4
246,2017-09-14 22:00:00,2,2
246,2017-09-15 00:00:00,1,1
246,2017-09-15 02:00:00,0,1
246,2017-09-15 04:00:00,0,0
246,2017-09-15 06:00:00,4,2
246,2017-09-15 08:00:00,28,11
246,2017-09-15 10:00:00,9,3
246,2017-09-15 12:00:00,8,9
246,2017-09-15 14:00:00,6,6
246,2017-09-15 16:00:00,5,18
246,2017-09-15 18:00:00,6,16
246,2017-09-15 20:00:00,3,4
246,2017-09-15 22:00:00,2,2
246,2017-09-16 00:00:00,1,1
246,2017-09-16 02:00:00,0,1
246,2017-09-16 04:00:00,0,0
246,2017-09-16 06:00:00,4,2
246,2017-09-16 08:00:00,30,11
246,2017-09-16 10:00:00,7,2
246,2017-09-16 12:00:00,10,10
246,2017-09-16 14:00:00,6,6
246,2017-09-16 16:00:00,5,18
246,2017-09-16 18:00:00,6,16
246,2017-09-16 20:00:00,3,3
246,2017-09-16 22:00:00,3,3
246,2017-09-17 00:00:00,1,1
246,2017-09-17 02:00:00,0,1
246,2017-09-17 04:00:00,0,0
246,2017-09-17 06:00:00,4,2
246,2017-09-17 08:00:00,30,11
246,2017-09-17 10:00:00,7,2
246,2017-09-17 12:00:00,10,10
246,2017-09-17 14:00:00,6,5
246,2017-09-17 16:00:00,5,18
246,2017-09-17 18:00:00,6,16
246,2017-09-17 20:00:00,2,2
246,2017-09-17 22:00:00,3,3
246,2017-09-18 00:00:00,1,1
246,2017-09-18 02:00:00,0,1
246,2017-09-18 04:00:00,0,0
246,2017-09-18 06:00:00,4,2
246,2017-09-18 08:00:00,30,10
246,2017-09-18 10:00:00,7,2
246,2017-09-18 12:00:00,10,9
246,2017-09-18 14:00:00,7,6
246,2017-09-18 16:00:00,6,19
246,2017-09-18 18:00:00,7,15
246,2017-09-18 20:00:00,2,2
246,2017-09-18 22:00:00,3,3
246,2017-09-19 00:00:00,1,1
246,2017-09-19 02:00:00,0,1
246,2017-09-19 04:00:00,0,0
246,2017-09-19 06:00:00,4,3
246,2017-09-19 08:00:00,31,11
246,2017-09-19 10:00:00,7,3
246,2017-09-19 12:00:00,10,9
246,2017-09-19 14:00:00,6,7
246,2017-09-19 16:00:00,6,19
246,2017-09-19 18:00:00,6,15
246,2017-09-19 20:00:00,3,3
246,2017-09-19 22:00:00,3,3
247,2017-09-10 00:00:00,0,0
247,2017-09-10 02:00:00,0,0
247,2017-09-10 04:00:00,0,0
247,2017-09-10 06:00:00,1,0
247,2017-09-10 08:00:00,2,2
247,2017-09-10 10:00:00,7,3
247,2017-09-10 12:00:00,3,3
247,2017-09-10 14:00:00,3,2
247,2017-09-10 16:00:00,2,6
247,2017-09-10 18:00:00,3,9
247,2017-09-10 20:00:00,2,2
247,2017-09-10 22:00:00,0,0
247,2017-09-11 00:00:00,0,1
247,2017-09-11 02:00:00,0,0
247,2017-09-11 04:00:00,0,0
247,2017-09-11 06:00:00,1,0
247,2017-09-11 08:00:00,2,2
247,2017-09-11 10:00:00,7,3
247,2017-09-11 12:00:00,3,3
247,2017-09-11 14:00:00,3,3
247,2017-09-11 16:00:00,3,6
247,2017-09-11 18:00:00,2,8
247,2017-09-11 20:00:00,2,2
247,2017-09-11 22:00:00,1,1
247,2017-09-12 00:00:00,0,1
247,2017-09-12 02:00:00,0,0
247,2017-09-12 04:00:00,0,0
247,2017-09-12 06:00:00,1,0
247,2017-09-12 08:00:00,2,3
247,2017-09-12 10:00:00,7,3
247,2017-09-12 12:00:00,3,3
247,2017-09-12 14:00:00,3,3
247,2017-09-12 16:00:00,2,7
247,2017-09-12 18:00:00,2,8
247,2017-09-12 20:00:00,1,1
247,2017-09-12 22:00:00,1,1
247,2017-09-13 00:00:00,0,1
247,2017-09-13 02:00:00,0,0
247,2017-09-13 04:00:00,0,0
247,2017-09-13 06:00:00,1,0
247,2017-09-13 08:00:00,2,3
247,2017-09-13 10:00:00,7,2
247,2017-09-13 12:00:00,2,3
247,2017-09-13 14:00:00,3,2
247,2017-09-13 16:00:00,2,6
247,2017-09-13 18:00:00,3,8
247,2017-09-13 20:00:00,1,1
247,2017-09-13 22:00:00,1,1
247,2017-09-14 00:00:00,0,1
247,2017-09-14 02:00:00,0,0
247,2017-09-14 04:00:00,0,0
247,2017-09-14 06:00:00,1,0
247,2017-09-14 08:00:00,1,2
247,2017-09-14 10:00:00,7,2
247,2017-09-14 12:00:00,2,3
247,2017-09-14 14:00:00,3,2
247,2017-09-14 16:00:00,2,6
247,2017-09-14 18:00:00,3,8
247,2017-09-14 20:00:00,1,1
247,2017-09-14 22:00:00,1,1
247,2017-09-15 00:00:00,0,1
247,2017-09-15 02:00:00,0,0
247,2017-09-15 04:00:00,0,0
247,2017-09-15 06:00:00,1,0
247,2017-09-15 08:00:00,1,3
247,2017-09-15 10:00:00,6,2
247,2017-09-15 12:00:00,1,3
247,2017-09-15 14:00:00,2,2
247,2017-09-15 16:00:00,2,5
247,2017-09-15 18:00:00,3,5
247,2017-09-15 20:00:00,0,0
247,2017-09-15 22:00:00,1,1
247,2017-09-16 00:00:00,0,1
247,2017-09-16 02:00:00,0,0
247,2017-09-16 04:00:00,0,0
247,2017-09-16 06:00:00,1,0
247,2017-09-16 08:00:00,1,4
247,2017-09-16 10:00:00,4,3
247,2017-09-16 12:00:00,2,3
247,2017-09-16 14:00:00,2,4
247,2017-09-16 16:00:00,2,5
247,2017-09-16 18:00:00,2,2
247,2017-09-16 20:00:00,0,0
247,2017-09-16 22:00:00,1,1
247,2017-09-17 00:00:00,0,1
247,2017-09-17 02:00:00,0,0
247,2017-09-17 04:00:00,0,0
247,2017-09-17 06:00:00,0,0
247,2017-09-17 08:00:00,1,4
247,2017-09-17 10:00:00,1,3
247,2017-09-17 12:00:00,2,3
247,2017-09-17 14:00:00,2,3
247,2017-09-17 16:00:00,1,2
247,2017-09-17 18:00:00,2,2
247,2017-09-17 20:00:00,0,1
247,2017-09-17 22:00:00,1,1
247,2017-09-18 00:00:00,1,0
247,2017-09-18 02:00:00,0,0
247,2017-09-18 04:00:00,0,0
247,2017-09-18 06:00:00,0,0
247,2017-09-18 08:00:00,2,4
247,2017-09-18 10:00:00,0,3
247,2017-09-18 12:00:00,2,3
247,2017-09-18 14:00:00,1,2
247,2017-09-18 16:00:00,1,3
247,2017-09-18 18:00:00,3,3
247,2017-09-18 20:00:00,0,1
247,2017-09-18 22:00:00,1,1
247,2017-09-19 00:00:00,0,0
247,2017-09-19 02:00:00,0,0
247,2017-09-19 04:00:00,0,0
247,2017-09-19 06:00:00,0,1
247,2017-09-19 08:00:00,2,4
247,2017-09-19 10:00:00,0,2
247,2017-09-19 12:00:00,2,2
247,2017-09-19 14:00:00,1,2
247,2017-09-19 16:00:00,1,3
247,2017-09-19 18:00:00,2,2
247,2017-09-19 20:00:00,1,1
247,2017-09-19 22:00:00,1,1
248,2017-09-10 00:00:00,0,1
248,2017-09-10 02:00:00,0,0
248,2017-09-10 04:00:00,0,0
248,2017-09-10 06:00:00,4,2
248,2017-09-10 08:00:00,6,6
248,2017-09-10 10:00:00,12,13
248,2017-09-10 12:00:00,17,17
248,2017-09-10 14:00:00,24,22
248,2017-09-10 16:00:00,36,34
248,2017-09-10 18:00:00,22,25
248,2017-09-10 20:00:00,9,9
248,2017-09-10 22:00:00,2,3
248,2017-09-11 00:00:00,1,1
248,2017-09-11 02:00:00,0,0
248,2017-09-11 04:00:00,0,0
248,2017-09-11 06:00:00,3,2
248,2017-09-11 08:00:00,6,6
248,2017-09-11 10:00:00,14,15
248,2017-09-11 12:00:00,14,15
248,2017-09-11 14:00:00,23,19
248,2017-09-11 16:00:00,32,31
248,2017-09-11 18:00:00,20,22
248,2017-09-11 20:00:00,7,8
248,2017-09-11 22:00:00,2,2
248,2017-09-12 00:00:00,1,1
248,2017-09-12 02:00:00,0,0
248,2017-09-12 04:00:00,0,0
248,2017-09-12 06:00:00,3,2
248,2017-09-12 08:00:00,6,6
248,2017-09-12 10:00:00,13,14
248,2017-09-12 12:00:00,17,17
248,2017-09-12 14:00:00,22,18
248,2017-09-12 16:00:00,30,29
248,2017-09-12 18:00:00,19,19
248,2017-09-12 20:00:00,5,6
248,2017-09-12 22:00:00,1,1
248,2017-09-13 00:00:00,1,1
248,2017-09-13 02:00:00,0,0
248,2017-09-13 04:00:00,0,0
248,2017-09-13 06:00:00,3,2
248,2017-09-13 08:00:00,7,6
248,2017-09-13 10:00:00,13,14
248,2017-09-13 12:00:00,17,16
248,2017-09-13 14:00:00,19,16
248,2017-09-13 16:00:00,29,27
248,2017-09-13 18:00:00,18,18
248,2017-09-13 20:00:00,4,5
248,2017-09-13 22:00:00,1,1
248,2017-09-14 00:00:00,1,1
248,2017-09-14 02:00:00,0,0
248,2017-09-14 04:00:00,0,0
248,2017-09-14 06:00:00,2,2
248,2017-09-14 08:00:00,8,8
248,2017-09-14 10:00:00,13,16
248,2017-09-14 12:00:00,17,17
248,2017-09-14 14:00:00,19,15
248,2017-09-14 16:00:00,27,25
248,2017-09-14 18:00:00,17,16
248,2017-09-14 20:00:00,3,4
248,2017-09-14 22:00:00,1,1
248,2017-09-15 00:00:00,1,1
248,2017-09-15 02:00:00,0,0
248,2017-09-15 04:00:00,0,0
248,2017-09-15 06:00:00,2,2
248,2017-09-15 08:00:00,7,7
248,2017-09-15 10:00:00,14,16
248,2017-09-15 12:00:00,17,18
248,2017-09-15 14:00:00,15,12
248,2017-09-15 16:00:00,23,20
248,2017-09-15 18:00:00,15,15
248,2017-09-15 20:00:00,2,3
248,2017-09-15 22:00:00,0,1
248,2017-09-16 00:00:00,1,1
248,2017-09-16 02:00:00,0,0
248,2017-09-16 04:00:00,0,0
248,2017-09-16 06:00:00,1,2
248,2017-09-16 08:00:00,7,6
248,2017-09-16 10:00:00,13,14
248,2017-09-16 12:00:00,17,17
248,2017-09-16 14:00:00,14,11
248,2017-09-16 16:00:00,19,17
248,2017-09-16 18:00:00,13,12
248,2017-09-16 20:00:00,2,2
248,2017-09-16 22:00:00,0,1
248,2017-09-17 00:00:00,1,0
248,2017-09-17 02:00:00,0,0
248,2017-09-17 04:00:00,0,0
248,2017-09-17 06:00:00,1,1
248,2017-09-17 08:00:00,5,6
248,2017-09-17 10:00:00,11,12
248,2017-09-17 12:00:00,14,14
248,2017-09-17 14:00:00,9,7
248,2017-09-17 16:00:00,10,8
248,2017-09-17 18:00:00,7,7
248,2017-09-17 20:00:00,1,1
248,2017-09-17 22:00:00,0,0
248,2017-09-18 00:00:00,0,0
248,2017-09-18 02:00:00,0,0
248,2017-09-18 04:00:00,0,0
248,2017-09-18 06:00:00,1,1
248,2017-09-18 08:00:00,4,4
248,2017-09-18 10:00:00,7,7
248,2017-09-18 12:00:00,10,12
248,2017-09-18 14:00:00,10,9
248,2017-09-18 16:00:00,15,13
248,2017-09-18 18:00:00,10,10
248,2017-09-18 20:00:00,1,1
248,2017-09-18 22:00:00,0,0
248,2017-09-19 00:00:00,0,0
248,2017-09-19 02:00:00,0,0
248,2017-09-19 04:00:00,0,0
248,2017-09-19 06:00:00,2,1
248,2017-09-19 08:00:00,4,5
248,2017-09-19 10:00:00,6,7
248,2017-09-19 12:00:00,6,8
248,2017-09-19 14:00:00,10,9
248,2017-09-19 16:00:00,13,12
248,2017-09-19 18:00:00,9,10
248,2017-09-19 20:00:00,1,1
248,2017-09-19 22:00:00,0,0
249,2017-09-10 00:00:00,0,0
249,2017-09-10 02:00:00,0,0
249,2017-09-10 04:00:00,0,0
249,2017-09-10 06:00:00,0,1
249,2017-09-10 08:00:00,2,3
249,2017-09-10 10:00:00,2,1
249,2017-09-10 12:00:00,3,2
249,2017-09-10 14:00:00,2,3
249,2017-09-10 16:00:00,3,2
249,2017-09-10 18:00:00,4,2
249,2017-09-10 20:00:00,0,3
249,2017-09-10 22:00:00,1,1
249,2017-09-11 00:00:00,0,0
249,2017-09-11 02:00:00,1,1
249,2017-09-11 04:00:00,0,0
249,2017-09-11 06:00:00,0,1
249,2017-09-11 08:00:00,2,3
249,2017-09-11 10:00:00,2,1
249,2017-09-11 12:00:00,2,2
249,2017-09-11 14:00:00,2,3
249,2017-09-11 16:00:00,3,2
249,2017-09-11 18:00:00,4,1
249,2017-09-11 20:00:00,0,2
249,2017-09-11 22:00:00,1,1
249,2017-09-12 00:00:00,0,0
249,2017-09-12 02:00:00,1,1
249,2017-09-12 04:00:00,0,0
249,2017-09-12 06:00:00,0,1
249,2017-09-12 08:00:00,2,3
249,2017-09-12 10:00:00,2,1
249,2017-09-12 12:00:00,3,2
249,2017-09-12 14:00:00,2,3
249,2017-09-12 16:00:00,3,1
249,2017-09-12 18:00:00,4,1
249,2017-09-12 20:00:00,0,2
249,2017-09-12 22:00:00,1,1
249,2017-09-13 00:00:00,0,0
249,2017-09-13 02:00:00,1,0
249,2017-09-13 04:00:00,0,0
249,2017-09-13 06:00:00,0,1
249,2017-09-13 08:00:00,2,3
249,2017-09-13 10:00:00,2,1
249,2017-09-13 12:00:00,2,2
249,2017-09-13 14:00:00,2,2
249,2017-09-13 16:00:00,3,1
249,2017-09-13 18:00:00,3,1
249,2017-09-13 20:00:00,0,2
249,2017-09-13 22:00:00,1,1
249,2017-09-14 00:00:00,0,0
249,2017-09-14 02:00:00,1,0
249,2017-09-14 04:00:00,0,0
249,2017-09-14 06:00:00,0,1
249,2017-09-14 08:00:00,2,4
249,2017-09-14 10:00:00,2,1
249,2017-09-14 12:00:00,1,2
249,2017-09-14 14:00:00,2,2
249,2017-09-14 16:00:00,3,1
249,2017-09-14 18:00:00,4,2
249,2017-09-14 20:00:00,0,2
249,2017-09-14 22:00:00,1,0
249,2017-09-15 00:00:00,0,0
249,2017-09-15 02:00:00,1,1
249,2017-09-15 04:00:00,0,0
249,2017-09-15 06:00:00,0,1
249,2017-09-15 08:00:00,3,4
249,2017-09-15 10:00:00,2,1
249,2017-09-15 12:00:00,1,2
249,2017-09-15 14:00:00,2,2
249,2017-09-15 16:00:00,2,2
249,2017-09-15 18:00:00,3,2
249,2017-09-15 20:00:00,1,2
249,2017-09-15 22:00:00,1,1
249,2017-09-16 00:00:00,0,0
249,2017-09-16 02:00:00,1,1
249,2017-09-16 04:00:00,0,0
249,2017-09-16 06:00:00,0,1
249,2017-09-16 08:00:00,3,5
249,2017-09-16 10:00:00,2,1
249,2017-09-16 12:00:00,2,3
249,2017-09-16 14:00:00,2,1
249,2017-09-16 16:00:00,2,2
249,2017-09-16 18:00:00,4,2
249,2017-09-16 20:00:00,1,2
249,2017-09-16 22:00:00,1,2
249,2017-09-17 00:00:00,1,0
249,2017-09-17 02:00:00,1,0
249,2017-09-17 04:00:00,0,0
249,2017-09-17 06:00:00,0,1
249,2017-09-17 08:00:00,3,5
249,2017-09-17 10:00:00,1,1
249,2017-09-17 12:00:00,2,3
249,2017-09-17 14:00:00,2,2
249,2017-09-17 16:00:00,2,2
249,2017-09-17 18:00:00,4,2
249,2017-09-17 20:00:00,1,1
249,2017-09-17 22:00:00,1,1
249,2017-09-18 00:00:00,1,0
249,2017-09-18 02:00:00,1,0
249,2017-09-18 04:00:00,0,0
249,2017-09-18 06:00:00,0,1
249,2017-09-18 08:00:00,3,5
249,2017-09-18 10:00:00,1,1
249,2017-09-18 12:00:00,3,3
249,2017-09-18 14:00:00,2,2
249,2017-09-18 16:00:00,2,2
249,2017-09-18 18:00:00,5,2
249,2017-09-18 20:00:00,2,1
249,2017-09-18 22:00:00,1,1
249,2017-09-19 00:00:00,1,0
249,2017-09-19 02:00:00,0,0
249,2017-09-19 04:00:00,0,0
249,2017-09-19 06:00:00,0,1
249,2017-09-19 08:00:00,4,5
249,2017-09-19 10:00:00,1,1
249,2017-09-19 12:00:00,3,3
249,2017-09-19 14:00:00,2,2
249,2017-09-19 16:00:00,2,2
249,2017-09-19 18:00:00,4,2
249,2017-09-19 20:00:00,2,1
249,2017-09-19 22:00:00,1,1
250,2017-09-10 00:00:00,0,1
250,2017-09-10 02:00:00,0,0
250,2017-09-10 04:00:00,1,0
250,2017-09-10 06:00:00,1,1
250,2017-09-10 08:00:00,3,2
250,2017-09-10 10:00:00,3,2
250,2017-09-10 12:00:00,5,3
250,2017-09-10 14:00:00,4,2
250,2017-09-10 16:00:00,2,4
250,2017-09-10 18:00:00,3,6
250,2017-09-10 20:00:00,2,3
250,2017-09-10 22:00:00,1,0
250,2017-09-11 00:00:00,0,1
250,2017-09-11 02:00:00,0,0
250,2017-09-11 04:00:00,1,0
250,2017-09-11 06:00:00,1,1
250,2017-09-11 08:00:00,3,2
250,2017-09-11 10:00:00,3,1
250,2017-09-11 12:00:00,4,3
250,2017-09-11 14:00:00,4,3
250,2017-09-11 16:00:00,2,5
250,2017-09-11 18:00:00,3,6
250,2017-09-11 20:00:00,1,2
250,2017-09-11 22:00:00,1,0
250,2017-09-12 00:00:00,0,1
250,2017-09-12 02:00:00,0,0
250,2017-09-12 04:00:00,1,1
250,2017-09-12 06:00:00,0,1
250,2017-09-12 08:00:00,3,2
250,2017-09-12 10:00:00,4,1
250,2017-09-12 12:00:00,4,2
250,2017-09-12 14:00:00,5,3
250,2017-09-12 16:00:00,1,4
250,2017-09-12 18:00:00,3,6
250,2017-09-12 20:00:00,1,2
250,2017-09-12 22:00:00,1,0
250,2017-09-13 00:00:00,0,1
250,2017-09-13 02:00:00,0,0
250,2017-09-13 04:00:00,1,1
250,2017-09-13 06:00:00,1,0
250,2017-09-13 08:00:00,3,2
250,2017-09-13 10:00:00,4,1
250,2017-09-13 12:00:00,4,3
250,2017-09-13 14:00:00,5,4
250,2017-09-13 16:00:00,1,5
250,2017-09-13 18:00:00,3,5
250,2017-09-13 20:00:00,1,1
250,2017-09-13 22:00:00,1,0
250,2017-09-14 00:00:00,0,0
250,2017-09-14 02:00:00,0,0
250,2017-09-14 04:00:00,1,0
250,2017-09-14 06:00:00,0,0
250,2017-09-14 08:00:00,4,2
250,2017-09-14 10:00:00,3,1
250,2017-09-14 12:00:00,4,3
250,2017-09-14 14:00:00,5,4
250,2017-09-14 16:00:00,1,5
250,2017-09-14 18:00:00,3,5
250,2017-09-14 20:00:00,1,1
250,2017-09-14 22:00:00,1,0
250,2017-09-15 00:00:00,0,0
250,2017-09-15 02:00:00,0,0
250,2017-09-15 04:00:00,1,0
250,2017-09-15 06:00:00,0,0
250,2017-09-15 08:00:00,3,1
250,2017-09-15 10:00:00,3,1
250,2017-09-15 12:00:00,4,3
250,2017-09-15 14:00:00,5,4
250,2017-09-15 16:00:00,1,4
250,2017-09-15 18:00:00,2,4
250,2017-09-15 20:00:00,1,1
250,2017-09-15 22:00:00,1,0
250,2017-09-16 00:00:00,0,1
250,2017-09-16 02:00:00,0,0
250,2017-09-16 04:00:00,0,0
250,2017-09-16 06:00:00,0,0
250,2017-09-16 08:00:00,3,1
250,2017-09-16 10:00:00,3,1
250,2017-09-16 12:00:00,4,3
250,2017-09-16 14:00:00,6,4
250,2017-09-16 16:00:00,1,4
250,2017-09-16 18:00:00,2,4
250,2017-09-16 20:00:00,1,1
250,2017-09-16 22:00:00,1,0
250,2017-09-17 00:00:00,0,1
250,2017-09-17 02:00:00,0,0
250,2017-09-17 04:00:00,0,0
250,2017-09-17 06:00:00,1,0
250,2017-09-17 08:00:00,3,1
250,2017-09-17 10:00:00,3,1
250,2017-09-17 12:00:00,4,3
250,2017-09-17 14:00:00,5,5
250,2017-09-17 16:00:00,1,4
250,2017-09-17 18:00:00,2,3
250,2017-09-17 20:00:00,1,2
250,2017-09-17 22:00:00,1,0
250,2017-09-18 00:00:00,0,1
250,2017-09-18 02:00:00,0,0
250,2017-09-18 04:00:00,0,0
250,2017-09-18 06:00:00,0,0
250,2017-09-18 08:00:00,3,1
250,2017-09-18 10:00:00,3,2
250,2017-09-18 12:00:00,4,4
250,2017-09-18 14:00:00,5,4
250,2017-09-18 16:00:00,2,4
250,2017-09-18 18:00:00,2,4
250,2017-09-18 20:00:00,1,2
250,2017-09-18 22:00:00,0,0
250,2017-09-19 00:00:00,0,1
250,2017-09-19 02:00:00,0,0
250,2017-09-19 04:00:00,0,0
250,2017-09-19 06:00:00,1,0
250,2017-09-19 08:00:00,4,1
250,2017-09-19 10:00:00,3,2
250,2017-09-19 12:00:00,4,4
250,2017-09-19 14:00:00,5,4
250,2017-09-19 16:00:00,3,4
250,2017-09-19 18:00:00,2,4
250,2017-09-19 20:00:00,1,2
250,2017-09-19 22:00:00,0,0
251,2017-09-10 00:00:00,1,1
251,2017-09-10 02:00:00,0,0
251,2017-09-10 04:00:00,1,0
251,2017-09-10 06:00:00,22,8
251,2017-09-10 08:00:00,33,10
251,2017-09-10 10:00:00,9,9
251,2017-09-10 12:00:00,13,9
251,2017-09-10 14:00:00,12,14
251,2017-09-10 16:00:00,20,34
251,2017-09-10 18:00:00,15,19
251,2017-09-10 20:00:00,5,5
251,2017-09-10 22:00:00,2,3
251,2017-09-11 00:00:00,1,1
251,2017-09-11 02:00:00,1,0
251,2017-09-11 04:00:00,1,1
251,2017-09-11 06:00:00,22,8
251,2017-09-11 08:00:00,33,10
251,2017-09-11 10:00:00,11,8
251,2017-09-11 12:00:00,11,9
251,2017-09-11 14:00:00,13,14
251,2017-09-11 16:00:00,19,34
251,2017-09-11 18:00:00,15,18
251,2017-09-11 20:00:00,5,5
251,2017-09-11 22:00:00,2,3
251,2017-09-12 00:00:00,1,1
251,2017-09-12 02:00:00,1,0
251,2017-09-12 04:00:00,1,1
251,2017-09-12 06:00:00,23,8
251,2017-09-12 08:00:00,34,11
251,2017-09-12 10:00:00,12,8
251,2017-09-12 12:00:00,11,10
251,2017-09-12 14:00:00,13,14
251,2017-09-12 16:00:00,19,33
251,2017-09-12 18:00:00,15,18
251,2017-09-12 20:00:00,4,4
251,2017-09-12 22:00:00,2,2
251,2017-09-13 00:00:00,1,1
251,2017-09-13 02:00:00,1,0
251,2017-09-13 04:00:00,1,0
251,2017-09-13 06:00:00,24,8
251,2017-09-13 08:00:00,35,12
251,2017-09-13 10:00:00,11,8
251,2017-09-13 12:00:00,11,11
251,2017-09-13 14:00:00,12,13
251,2017-09-13 16:00:00,19,32
251,2017-09-13 18:00:00,17,21
251,2017-09-13 20:00:00,4,4
251,2017-09-13 22:00:00,2,2
251,2017-09-14 00:00:00,1,1
251,2017-09-14 02:00:00,1,0
251,2017-09-14 04:00:00,1,1
251,2017-09-14 06:00:00,23,8
251,2017-09-14 08:00:00,36,13
251,2017-09-14 10:00:00,12,8
251,2017-09-14 12:00:00,11,11
251,2017-09-14 14:00:00,12,14
251,2017-09-14 16:00:00,20,30
251,2017-09-14 18:00:00,18,22
251,2017-09-14 20:00:00,3,4
251,2017-09-14 22:00:00,1,1
251,2017-09-15 00:00:00,1,1
251,2017-09-15 02:00:00,1,0
251,2017-09-15 04:00:00,1,1
251,2017-09-15 06:00:00,21,6
251,2017-09-15 08:00:00,35,12
251,2017-09-15 10:00:00,11,8
251,2017-09-15 12:00:00,10,10
251,2017-09-15 14:00:00,13,13
251,2017-09-15 16:00:00,21,31
251,2017-09-15 18:00:00,17,23
251,2017-09-15 20:00:00,3,3
251,2017-09-15 22:00:00,2,2
251,2017-09-16 00:00:00,0,1
251,2017-09-16 02:00:00,1,0
251,2017-09-16 04:00:00,1,1
251,2017-09-16 06:00:00,22,7
251,2017-09-16 08:00:00,37,13
251,2017-09-16 10:00:00,12,9
251,2017-09-16 12:00:00,12,13
251,2017-09-16 14:00:00,13,13
251,2017-09-16 16:00:00,22,30
251,2017-09-16 18:00:00,17,25
251,2017-09-16 20:00:00,2,3
251,2017-09-16 22:00:00,2,1
251,2017-09-17 00:00:00,0,1
251,2017-09-17 02:00:00,1,0
251,2017-09-17 04:00:00,1,1
251,2017-09-17 06:00:00,23,6
251,2017-09-17 08:00:00,37,13
251,2017-09-17 10:00:00,11,8
251,2017-09-17 12:00:00,12,13
251,2017-09-17 14:00:00,15,15
251,2017-09-17 16:00:00,23,30
251,2017-09-17 18:00:00,16,25
251,2017-09-17 20:00:00,3,3
251,2017-09-17 22:00:00,3,2
251,2017-09-18 00:00:00,1,3
251,2017-09-18 02:00:00,1,1
251,2017-09-18 04:00:00,1,1
251,2017-09-18 06:00:00,23,6
251,2017-09-18 08:00:00,38,13
251,2017-09-18 10:00:00,10,9
251,2017-09-18 12:00:00,12,13
251,2017-09-18 14:00:00,15,15
251,2017-09-18 16:00:00,25,32
251,2017-09-18 18:00:00,18,26
251,2017-09-18 20:00:00,4,3
251,2017-09-18 22:00:00,3,2
251,2017-09-19 00:00:00,1,3
251,2017-09-19 02:00:00,1,1
251,2017-09-19 04:00:00,1,1
251,2017-09-19 06:00:00,23,6
251,2017-09-19 08:00:00,41,14
251,2017-09-19 10:00:00,10,9
251,2017-09-19 12:00:00,11,14
251,2017-09-19 14:00:00,15,15
251,2017-09-19 16:00:00,27,33
251,2017-09-19 18:00:00,18,26
251,2017-09-19 20:00:00,5,4
251,2017-09-19 22:00:00,3,2
252,2017-09-10 00:00:00,2,4
252,2017-09-10 02:00:00,0,1
252,2017-09-10 04:00:00,1,1
252,2017-09-10 06:00:00,2,1
252,2017-09-10 08:00:00,8,8
252,2017-09-10 10:00:00,6,3
252,2017-09-10 12:00:00,6,6
252,2017-09-10 14:00:00,8,6
252,2017-09-10 16:00:00,11,8
252,2017-09-10 18:00:00,13,8
252,2017-09-10 20:00:00,5,4
252,2017-09-10 22:00:00,2,4
252,2017-09-11 00:00:00,1,2
252,2017-09-11 02:00:00,0,1
252,2017-09-11 04:00:00,1,1
252,2017-09-11 06:00:00,2,1
252,2017-09-11 08:00:00,8,8
252,2017-09-11 10:00:00,6,2
252,2017-09-11 12:00:00,6,5
252,2017-09-11 14:00:00,7,5
252,2017-09-11 16:00:00,10,7
252,2017-09-11 18:00:00,13,8
252,2017-09-11 20:00:00,4,3
252,2017-09-11 22:00:00,2,4
252,2017-09-12 00:00:00,1,2
252,2017-09-12 02:00:00,0,1
252,2017-09-12 04:00:00,1,1
252,2017-09-12 06:00:00,2,1
252,2017-09-12 08:00:00,9,9
252,2017-09-12 10:00:00,7,2
252,2017-09-12 12:00:00,8,5
252,2017-09-12 14:00:00,7,5
252,2017-09-12 16:00:00,7,7
252,2017-09-12 18:00:00,9,7
252,2017-09-12 20:00:00,4,3
252,2017-09-12 22:00:00,2,3
252,2017-09-13 00:00:00,1,2
252,2017-09-13 02:00:00,0,1
252,2017-09-13 04:00:00,1,1
252,2017-09-13 06:00:00,2,1
252,2017-09-13 08:00:00,7,8
252,2017-09-13 10:00:00,7,2
252,2017-09-13 12:00:00,8,5
252,2017-09-13 14:00:00,8,5
252,2017-09-13 16:00:00,7,8
252,2017-09-13 18:00:00,9,7
252,2017-09-13 20:00:00,3,2
252,2017-09-13 22:00:00,2,3
252,2017-09-14 00:00:00,1,2
